Time,card_11_avg_CPU,card_12_avg_CPU,card_13_avg_CPU,card_14_avg_CPU,card_15_avg_CPU,card_16_avg_CPU,card_17_avg_CPU
03/01/2017 17:05,7.9375,6.8125,8.1875,8.25,6.6875,6.875,6.6875
03/01/2017 17:06,7.4375,6.625,7.4375,8.0625,6.5,6.25,6.75
03/01/2017 17:07,7.875,6.625,8.125,7.875,6.4375,6.4375,6.5
03/01/2017 17:08,7.75,6.8125,7.375,8.125,6.6875,6.3125,6.625
03/01/2017 17:09,7.75,6.8125,7.375,8.125,6.6875,6.3125,6.625
03/01/2017 17:10,7.5625,6.625,7.875,7.8125,6.3125,6.5,6.375
03/01/2017 17:11,8.0625,7,7.75,8.5625,6.75,6.9375,6.9375
03/01/2017 17:12,7.625,6.5,7.75,7.9375,6.5,6.3125,6.625
03/01/2017 17:13,7.6875,6.6875,7.5,8.125,6.5625,6.8125,6.5625
03/01/2017 17:14,7.5625,6.75,7.875,8,6.8125,6.375,6.75
03/01/2017 17:15,7.8125,6.6875,7.5625,8.3125,6.4375,6.8125,6.4375
03/01/2017 17:16,7.3125,7.0625,7.75,8.25,6.8125,6.6875,6.8125
03/01/2017 17:17,8.0625,6.6875,7.75,8.1875,6.5625,6.6875,6.6875
03/01/2017 17:18,7.6875,7.0625,7.5625,8.25,6.6875,6.75,6.6875
03/01/2017 17:19,7.9375,6.875,7.6875,8.0625,6.75,6.4375,6.5
03/01/2017 17:20,7.8125,6.875,8.0625,8.5,6.625,7.125,6.5625
03/01/2017 17:21,8,6.625,7.875,8.1875,6.75,6.5,6.625
03/01/2017 17:22,8,6.625,7.875,8.1875,6.75,6.5,6.625
03/01/2017 17:23,7.625,6.6875,7.8125,8.25,6.25,6.75,6.5625
03/01/2017 17:24,7.8125,7,7.75,8,6.625,6.625,6.625
03/01/2017 17:25,7.625,6.75,7.9375,8.5,6.4375,6.5625,6.5
03/01/2017 17:26,7.875,7,7.875,8.125,6.4375,6.9375,6.5625
03/01/2017 17:27,7.75,6.6875,8,8.375,6.875,6.5,6.75
03/01/2017 17:28,7.6875,6.875,8,8.0625,6.375,6.8125,6.4375
03/01/2017 17:29,8.0625,6.8125,7.75,8.375,6.6875,6.5625,6.875
03/01/2017 17:30,7.8125,6.75,8.125,8.3125,6.625,6.6875,6.6875
03/01/2017 17:31,8.25,7,8,8.625,6.5625,6.75,6.6875
03/01/2017 17:32,7.875,6.75,8.0625,8.5,6.8125,6.5,6.75
03/01/2017 17:33,8.0625,6.9375,8,8.25,6.5625,6.6875,6.6875
03/01/2017 17:34,7.75,6.875,8.125,8.4375,6.9375,6.375,7
03/01/2017 17:35,8.125,7,7.875,8.3125,6.75,6.875,6.625
03/01/2017 17:36,8.125,7,7.875,8.3125,6.75,6.875,6.625
03/01/2017 17:37,7.5625,6.9375,8.3125,8.375,6.8125,6.75,6.75
03/01/2017 17:38,7.6875,6.875,7.875,8,6.75,6.8125,7.0625
03/01/2017 17:39,7.9375,7.0625,8.25,8.6875,6.6875,6.875,6.6875
03/01/2017 17:40,7.75,6.75,7.875,8.125,6.75,6.8125,7
03/01/2017 17:41,8.0625,7.3125,8.1875,8.625,6.6875,7.1875,6.75
03/01/2017 17:42,7.875,6.75,7.6875,8.25,6.9375,6.625,6.5
03/01/2017 17:43,7.875,7.1875,8.1875,8.4375,6.5,6.875,6.8125
03/01/2017 17:44,8,6.9375,7.8125,8.25,6.6875,6.6875,6.5625
03/01/2017 17:45,8.3125,6.75,8.375,8.5,6.8125,7.0625,6.9375
03/01/2017 17:46,7.875,6.8125,7.8125,8.5,6.6875,6.6875,6.625
03/01/2017 17:47,8.1875,6.75,8.1875,8.375,6.75,6.6875,6.875
03/01/2017 17:48,7.6875,6.9375,7.75,8.3125,6.4375,6.875,6.75
03/01/2017 17:49,7.9375,6.875,8.125,8.125,6.8125,6.5625,6.75
03/01/2017 17:50,7.9375,6.9375,7.875,8.5625,6.75,7.0625,7.1875
03/01/2017 17:51,7.9375,6.9375,7.875,8.5625,6.75,7.0625,7.1875
03/01/2017 17:52,8,6.9375,8.125,8.1875,6.5625,6.8125,6.75
03/01/2017 17:53,7.8125,6.75,8,8.4375,6.6875,6.75,6.875
03/01/2017 17:54,7.8125,6.875,7.9375,8.1875,6.5625,6.9375,6.75
03/01/2017 17:55,8,6.6875,8.125,8.4375,7.125,6.5625,6.8125
03/01/2017 17:56,8,6.875,8.125,8.4375,6.5625,6.875,6.9375
03/01/2017 17:57,7.9375,6.6875,7.9375,8.5625,6.8125,6.5625,6.75
03/01/2017 17:58,7.5,6.9375,7.75,8.375,6.8125,6.8125,6.9375
03/01/2017 17:59,8,6.8125,8.0625,8.4375,6.6875,6.5,6.625
03/01/2017 18:00,7.9375,6.75,7.9375,8.3125,7,6.75,6.75
03/01/2017 18:01,8.1875,6.9375,8.1875,8.4375,6.5,6.8125,6.9375
03/01/2017 18:02,7.875,6.6875,7.9375,8.375,7.1875,6.75,6.6875
03/01/2017 18:03,7.9375,6.875,8.0625,8.375,6.6875,6.9375,7.0625
03/01/2017 18:04,7.9375,6.75,7.75,8.375,6.6875,6.8125,6.875
03/01/2017 18:05,7.9375,6.75,7.75,8.375,6.6875,6.8125,6.875
03/01/2017 18:06,8,6.875,8.0625,8.5625,6.625,7,7.0625
03/01/2017 18:07,8,7.0625,7.9375,8.75,6.6875,6.8125,6.8125
03/01/2017 18:08,8.0625,6.6875,8.125,8.3125,6.8125,6.875,6.875
03/01/2017 18:09,7.9375,6.9375,7.75,8.5,6.625,6.9375,6.8125
03/01/2017 18:10,7.875,6.75,8,8.4375,6.75,6.6875,6.5
03/01/2017 18:11,8,7.125,8.0625,8.5625,6.625,7.0625,6.8125
03/01/2017 18:12,7.8125,6.9375,8.125,8.0625,6.625,6.5625,6.6875
03/01/2017 18:13,7.9375,6.6875,8.0625,8.625,6.5625,7.0625,6.8125
03/01/2017 18:14,7.875,6.875,8,8.375,6.6875,6.5625,6.9375
03/01/2017 18:15,8.125,6.8125,8.125,8.3125,7.125,6.8125,6.8125
03/01/2017 18:16,7.8125,6.875,7.875,8.375,6.75,6.875,6.9375
03/01/2017 18:17,8.125,6.75,8,8.5625,6.875,6.625,6.625
03/01/2017 18:18,8.125,6.75,8,8.5625,6.875,6.625,6.625
03/01/2017 18:19,7.5,6.75,8,8.5,6.75,6.8125,6.8125
03/01/2017 18:20,7.75,6.9375,8,8.5,6.75,6.8125,7.0625
03/01/2017 18:21,7.8125,6.75,8.125,8.625,7.0625,7,6.625
03/01/2017 18:22,7.875,7,7.9375,8.125,6.5625,6.5,6.875
03/01/2017 18:23,7.6875,6.5625,8,8.4375,6.875,6.5625,6.625
03/01/2017 18:24,7.8125,6.6875,8.0625,8.1875,6.625,6.625,6.6875
03/01/2017 18:25,7.875,6.75,7.625,8.625,6.875,6.6875,6.8125
03/01/2017 18:26,7.8125,6.625,8,8.125,6.6875,6.9375,6.625
03/01/2017 18:27,7.9375,6.875,7.75,8.5625,6.625,6.625,7
03/01/2017 18:28,7.75,6.5625,8.25,8.25,6.625,6.9375,6.75
03/01/2017 18:29,8.1875,6.875,7.625,8.375,6.5625,6.8125,6.75
03/01/2017 18:30,7.875,6.625,8.125,8.375,6.875,6.9375,6.625
03/01/2017 18:31,8,6.875,7.6875,8.3125,6.75,6.75,6.5625
03/01/2017 18:32,8,6.875,7.6875,8.3125,6.75,6.75,6.5625
03/01/2017 18:33,7.625,6.75,8,8.1875,6.8125,6.75,6.875
03/01/2017 18:34,7.75,6.8125,7.75,8.375,6.75,6.9375,6.5625
03/01/2017 18:35,7.75,6.9375,8,8.375,6.375,6.625,6.9375
03/01/2017 18:36,7.9375,6.625,7.75,8.375,6.875,6.75,6.5625
03/01/2017 18:37,7.8125,7.125,7.875,8.4375,6.5,6.875,6.6875
03/01/2017 18:38,7.8125,6.6875,7.9375,8.3125,6.6875,6.5625,6.875
03/01/2017 18:39,7.6875,6.6875,7.875,8.375,6.5625,6.75,6.5625
03/01/2017 18:40,7.5625,6.75,7.9375,8.125,6.875,6.5,7
03/01/2017 18:41,8,6.625,7.75,8.375,6.6875,6.9375,6.6875
03/01/2017 18:42,7.875,7,7.875,8.1875,6.625,6.5625,6.6875
03/01/2017 18:43,8.0625,6.75,7.75,8.4375,6.9375,6.875,6.8125
03/01/2017 18:44,7.6875,7,7.9375,8,6.5,6.5,6.5625
03/01/2017 18:45,7.9375,6.625,7.8125,8.25,6.6875,6.75,6.875
03/01/2017 18:46,7.9375,6.625,7.8125,8.25,6.6875,6.75,6.875
03/01/2017 18:47,7.5625,6.8125,7.9375,8.1875,6.4375,6.8125,6.625
03/01/2017 18:48,7.9375,7,7.5,8.4375,6.75,6.4375,6.6875
03/01/2017 18:49,7.625,6.625,8,8.25,6.75,6.8125,6.625
03/01/2017 18:50,7.875,6.875,7.5625,8.0625,6.4375,6.5,6.5625
03/01/2017 18:51,7.75,6.6875,8.125,8.5,6.6875,6.8125,7
03/01/2017 18:52,7.9375,6.6875,7.6875,8.0625,6.5,6.5,6.5
03/01/2017 18:53,7.5625,6.75,7.9375,8.25,6.5625,6.75,6.625
03/01/2017 18:54,7.6875,6.5625,7.6875,7.8125,6.6875,6.6875,6.8125
03/01/2017 18:55,7.8125,6.8125,7.8125,8.375,6.4375,6.6875,6.8125
03/01/2017 18:56,7.75,6.5,7.5625,7.9375,6.8125,6.75,7
03/01/2017 18:57,7.9375,6.875,8,8.25,6.375,6.5,6.5625
03/01/2017 18:58,7.625,6.6875,7.75,8.25,6.5,6.6875,6.8125
03/01/2017 18:59,7.8125,6.625,7.75,8.1875,6.375,6.625,6.5625
03/01/2017 19:00,7.8125,6.625,7.75,8.1875,6.375,6.625,6.5625
03/01/2017 19:01,7.5625,6.8125,7.9375,8.3125,6.5625,6.75,6.8125
03/01/2017 19:02,7.75,6.5625,7.75,8.4375,6.8125,6.8125,6.75
03/01/2017 19:03,7.75,6.75,8,8.0625,6.375,6.4375,6.5
03/01/2017 19:04,7.8125,6.5625,7.6875,8.125,6.6875,6.8125,6.9375
03/01/2017 19:05,7.75,6.6875,8,8.4375,6.5,6.4375,6.75
03/01/2017 19:06,7.8125,6.6875,7.625,8.1875,6.75,6.6875,6.625
03/01/2017 19:07,7.6875,6.625,7.9375,8.25,6.8125,6.6875,6.75
03/01/2017 19:08,7.75,6.6875,7.5625,8,6.5,6.75,6.5625
03/01/2017 19:09,7.5625,6.4375,7.875,8.3125,6.75,6.6875,6.9375
03/01/2017 19:10,7.875,6.6875,7.5625,8,6.375,6.6875,6.5
03/01/2017 19:11,8,6.375,7.875,8.4375,6.625,6.5625,6.75
03/01/2017 19:12,7.5625,6.5625,7.5625,8.1875,6.5625,6.1875,6.625
03/01/2017 19:13,8,6.625,7.8125,8.1875,6.4375,6.5625,6.875
03/01/2017 19:14,8,6.625,7.8125,8.1875,6.4375,6.5625,6.875
03/01/2017 19:15,7.5625,6.5,7.75,8,6.625,6.625,6.8125
03/01/2017 19:16,8.0625,6.9375,7.8125,8.3125,6.375,6.75,6.4375
03/01/2017 19:17,7.5625,6.4375,7.6875,8,6.75,6.625,7
03/01/2017 19:18,8.0625,6.4375,7.8125,8.0625,6.4375,6.5,6.5
03/01/2017 19:19,7.5,6.625,7.75,8.25,6.5625,6.75,6.625
03/01/2017 19:20,7.875,6.5,7.6875,8,6.5625,6.25,6.8125
03/01/2017 19:21,7.625,6.75,7.875,8.4375,6.4375,6.75,6.75
03/01/2017 19:22,7.5625,6.4375,7.5625,7.875,6.6875,6.25,6.625
03/01/2017 19:23,7.625,6.6875,7.5625,8.1875,6.25,6.4375,6.5
03/01/2017 19:24,7.6875,6.625,7.6875,7.875,6.5625,6.75,6.625
03/01/2017 19:25,7.875,6.6875,7.875,8.125,6.375,6.5,6.6875
03/01/2017 19:26,7.625,6.75,7.375,7.8125,6.5,6.75,6.4375
03/01/2017 19:27,7.6875,6.375,7.6875,8.1875,6.3125,6.4375,6.6875
03/01/2017 19:28,7.6875,6.375,7.6875,8.1875,6.3125,6.4375,6.6875
03/01/2017 19:29,7.6875,6.875,7.375,8,6.1875,6.5625,6.375
03/01/2017 19:30,7.6875,6.375,7.625,7.9375,6.5,6.625,6.6875
